Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
1128,Mix Packs/ST_Electro_Pop/Synth/Pizzi_Synth A 6,0.8,0.6376594007277695,0.4772728671435959,0.5448432804501586,0.3837618577417462,0.3166163729434842,0.5511012395411776,0.45048853019736024,0.6026167886137703
