Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
1106,Mix Packs/ST_Electro_Pop/Synth/Chord_Punch 7,0.7,0.5079903312848705,0.3979236519734429,0.42850234554687827,0.4324622875849526,0.31445080185090346,0.5518396007346937,0.41524020048067234,0.5165734939466732
