Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
1032,Mix Packs/ST_Electro_Pop/Bass/80s_Bass 5,0.1,0.3247040193954971,0.3341117639787043,0.5257859549210544,0.5510935513534979,0.2636905865036212,0.2797718174862583,0.6157558492577757,0.7070808585764712
