Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
1044,Mix Packs/ST_Electro_Pop/Bass/Below 2,0.1,0.2891862633476278,0.2484442789233875,0.3993737326829534,0.5551376993141935,0.3509662196782891,0.5210620016172498,0.5843554458630003,0.6157504905383855
