Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
2313,Mix Packs/ST_Loudly_Exclusive/Drums Singles/Tribal House C,0.6,0.661027036260611,0.28350700961096365,0.5747248020866922,0.5045311165470512,0.3216998854554468,0.6894846245283803,0.4967736227746274,0.6337321076428756
