Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
1189,Mix Packs/ST_House_Lite/Sequence/Uppson 2,0.8,0.5701674086695627,0.48940447262359366,0.6788960888690296,0.40527253464727175,0.3218738411762768,0.7136372738363255,0.6204464935846388,0.6114047337681978
