Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
874,Mix Packs/ST_Electro_Pop/Drums/Reverb_Drums D,0.2,0.1602480101982045,0.2145657270069191,0.5258747579993932,0.47531126422815917,0.36893615575432254,0.558292398525432,0.5189120300020302,0.6368196888334929
