Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
1226,Mix Packs/ST_House_Lite/Bass/Brummie 7,0.1,0.19724803906863714,0.5128361118180549,0.619891598393425,0.48685082535878144,0.3401725631276713,0.7297106573419988,0.4344251457875539,0.5916728959985404
