Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
1212,Mix Packs/ST_House_Lite/Keys/Pinano 2,0.4,0.713401415838055,0.48452427922795765,0.46057348706358614,0.549007801857443,0.42133361425648935,0.689420920092271,0.5488988888364081,0.6319447140162555
