Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
845,Mix Packs/ST_Electro_Pop/Vocals/Listen Hook B 2,0.9,0.8336867087311,0.5230058602357112,0.6058739182017172,0.6392272122313247,0.6634319263648288,0.4709400993872603,0.44244179746042606,0.6119119707323958
