Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
2376,Mix Packs/ST_Loudly_Exclusive/Bass/Boom Room B 6,0.1,0.4852015747235944,0.663541107947478,0.4901829987156076,0.6173261048359937,0.3373247629637944,0.6116755791350916,0.46941034498293915,0.5367707297911892
