Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
2373,Mix Packs/ST_Loudly_Exclusive/Bass/Boom Room A 3,0.1,0.5091162158105264,0.6964200139692165,0.47493986880038835,0.6227721579525699,0.33479224173462896,0.6444067068301209,0.5028107797173268,0.4963410790570545
