Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
1163,Mix Packs/ST_House_Lite/Pad/Elecmount 1,0.5,0.87536813962245,0.38927146691549114,0.2471781170627823,0.4602624628335071,0.4205266386165215,0.5330559898813088,0.5588736463225339,0.5537106911349996
