Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
965,Mix Packs/ST_Electro_Pop/Sequence/Bright 5,0.7,0.6925655019862029,0.3953667369209194,0.5086996741936278,0.37296313620371163,0.27690882580116105,0.48552408542421055,0.4648376895160886,0.4745220641995852
