Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
719,Mix Packs/ST_Electro_Lite/Pad/StarlightPad 5,0.5,0.6440327686277001,0.30183053653708647,0.4370224648937499,0.38835317105440603,0.343324879336815,0.5600337969661818,0.5369865868767004,0.44394478532252807
