Id,Filename,Label,d1,d2,d3,d4,d5,d6,d7,d8
771,Mix Packs/ST_Electro_Lite/Bass/BigMove Bass 6,0.1,0.32567049552069194,0.43121134718947457,0.5620586482769655,0.6102756134323087,0.3252870021357142,0.32771457313003455,0.5731167454480285,0.5803941432576221
